Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
7402;3574;POINT (21.2543821 48.7107525);21.2543821;48.7107525;Platanov‡;13;Platanov‡ 13;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7403;6327;POINT (21.2522602 48.7316644);21.2522602;48.7316644;Slovenskej jednoty;7;Slovenskej jednoty 7;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;12.0
7404;3577;POINT (21.2543503 48.7108229);21.2543503;48.7108229;Platanov‡;11;Platanov‡ 11;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7405;3578;POINT (21.2543264 48.7108874);21.2543264;48.7108874;Platanov‡;9;Platanov‡ 9;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7406;6317;POINT (21.2296646 48.717109);21.2296646;48.717109;»udov‡;12;»udov‡ 12;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;18.0
7407;6399;POINT (21.2538118 48.7371619);21.2538118;48.7371619;Skautsk‡;1;Skautsk‡ 1;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;23.0
7408;3542;POINT (21.255121 48.7108049);21.255121;48.7108049;Topo¼ov‡;7;Topo¼ov‡ 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7409;3541;POINT (21.255081 48.7108791);21.255081;48.7108791;Topo¼ov‡;5;Topo¼ov‡ 5;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7410;3525;POINT (21.2551864 48.7113496);21.2551864;48.7113496;Topo¼ov‡;2;Topo¼ov‡ 2;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7411;3495;POINT (21.2547618 48.7244574);21.2547618;48.7244574;Hlavn‡;96A;Hlavn‡ 96A;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7412;3498;POINT (21.2552987 48.724582);21.2552987;48.724582;Hlavn‡;96B;Hlavn‡ 96B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7413;3503;POINT (21.2546554 48.7225168);21.2546554;48.7225168;MŠsiarska;34;MŠsiarska 34;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7414;3515;POINT (21.2500193 48.7092452);21.2500193;48.7092452;Milosrdenstva;41;Milosrdenstva 41;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;11.0
7415;3519;POINT (21.2558638 48.7107035);21.2558638;48.7107035;Milosrdenstva;14;Milosrdenstva 14;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7416;3520;POINT (21.2557055 48.710675);21.2557055;48.710675;Milosrdenstva;16;Milosrdenstva 16;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7417;3522;POINT (21.2554203 48.7108413);21.2554203;48.7108413;Topo¼ov‡;10;Topo¼ov‡ 10;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7418;6427;POINT (21.2439109 48.7219592);21.2439109;48.7219592;Mur‡nska;3;Mur‡nska 3;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7419;3523;POINT (21.2553828 48.7109312);21.2553828;48.7109312;Topo¼ov‡;8;Topo¼ov‡ 8;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7420;3524;POINT (21.2553519 48.7114004);21.2553519;48.7114004;KupeckŽho;2;KupeckŽho 2;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7421;6424;POINT (21.2441502 48.7213511);21.2441502;48.7213511;Mur‡nska;7;Mur‡nska 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7422;3526;POINT (21.254911 48.7112957);21.254911;48.7112957;Topo¼ov‡;1;Topo¼ov‡ 1;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7423;6404;POINT (21.2431873 48.7223367);21.2431873;48.7223367;Belansk‡;1;Belansk‡ 1;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7424;6421;POINT (21.2442698 48.721047);21.2442698;48.721047;Mur‡nska;9;Mur‡nska 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7425;6420;POINT (21.243544 48.7214245);21.243544;48.7214245;Belansk‡;7;Belansk‡ 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7426;3529;POINT (21.2547587 48.7112934);21.2547587;48.7112934;KupeckŽho;4;KupeckŽho 4;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7427;3530;POINT (21.2545785 48.7112686);21.2545785;48.7112686;KupeckŽho;6;KupeckŽho 6;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7428;6416;POINT (21.2436035 48.7212725);21.2436035;48.7212725;Belansk‡;8;Belansk‡ 8;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;2.0
7429;3533;POINT (21.2544663 48.7111829);21.2544663;48.7111829;Platanov‡;2;Platanov‡ 2;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7430;3535;POINT (21.2545873 48.710921);21.2545873;48.710921;Platanov‡;6;Platanov‡ 6;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7431;3536;POINT (21.2550084 48.7110742);21.2550084;48.7110742;Topo¼ov‡;3;Topo¼ov‡ 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7432;6411;POINT (21.2434846 48.7215765);21.2434846;48.7215765;Belansk‡;6;Belansk‡ 6;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7433;3538;POINT (21.2546785 48.7107233);21.2546785;48.7107233;Platanov‡;10;Platanov‡ 10;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7434;6407;POINT (21.2432467 48.7221847);21.2432467;48.7221847;Belansk‡;2;Belansk‡ 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7435;6316;POINT (21.2296452 48.7172677);21.2296452;48.7172677;»udov‡;10;»udov‡ 10;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;18.0
7436;6310;POINT (21.2477718 48.7287702);21.2477718;48.7287702;Jesenn‡;14;Jesenn‡ 14;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;5.0
7437;6203;POINT (21.2554893 48.7106326);21.2554893;48.7106326;Milosrdenstva;18;Milosrdenstva 18;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;2.0
7438;6307;POINT (21.2541428 48.7347152);21.2541428;48.7347152;N‡rodn‡ trieda;32;N‡rodn‡ trieda 32;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;6.0
7439;3606;POINT (21.2509439 48.7106196);21.2509439;48.7106196;KupeckŽho;28;KupeckŽho 28;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7440;6255;POINT (21.2231516 48.7162946);21.2231516;48.7162946;Smaragdov‡;21;Smaragdov‡ 21;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;2.0
7441;3608;POINT (21.251077 48.7103791);21.251077;48.7103791;Kalin‹iakova;15;Kalin‹iakova 15;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7442;6252;POINT (21.2353421 48.7156833);21.2353421;48.7156833;Trieda SNP;31;Trieda SNP 31;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;29.0
7443;3609;POINT (21.2511119 48.7103091);21.2511119;48.7103091;Kalin‹iakova;17;Kalin‹iakova 17;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7444;6246;POINT (21.2494026 48.7203375);21.2494026;48.7203375;Kuzm‡nyho;43;Kuzm‡nyho 43;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;8.0
7445;3612;POINT (21.2511844 48.7101668);21.2511844;48.7101668;Kalin‹iakova;19;Kalin‹iakova 19;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7446;3613;POINT (21.2512239 48.7100776);21.2512239;48.7100776;Kalin‹iakova;21;Kalin‹iakova 21;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7447;3614;POINT (21.2515092 48.709875);21.2515092;48.709875;Milosrdenstva;42;Milosrdenstva 42;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7448;6243;POINT (21.2355001 48.7166989);21.2355001;48.7166989;Lesn’cka;5;Lesn’cka 5;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;28.0
7449;6242;POINT (21.2352966 48.7165986);21.2352966;48.7165986;Lesn’cka;3;Lesn’cka 3;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;28.0
7450;3616;POINT (21.251494 48.7096028);21.251494;48.7096028;Milosrdenstva;35;Milosrdenstva 35;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7451;6239;POINT (21.2351082 48.7165081);21.2351082;48.7165081;Lesn’cka;1;Lesn’cka 1;Bytovù dom;Koäice-Z‡pad;Z‡pad;Terasa;28.0
7452;3618;POINT (21.251634 48.7096297);21.251634;48.7096297;Milosrdenstva;33;Milosrdenstva 33;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7453;3621;POINT (21.2518019 48.7096648);21.2518019;48.7096648;Milosrdenstva;31;Milosrdenstva 31;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7454;3622;POINT (21.2519253 48.7096933);21.2519253;48.7096933;Milosrdenstva;29;Milosrdenstva 29;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7455;3625;POINT (21.2522578 48.7095142);21.2522578;48.7095142;Gaätanov‡;3;Gaätanov‡ 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7456;6217;POINT (21.2575308 48.7011889);21.2575308;48.7011889;Uìhorodsk‡;27;Uìhorodsk‡ 27;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;14.0
7457;3627;POINT (21.2515915 48.7092834);21.2515915;48.7092834;Kalin‹iakova;27;Kalin‹iakova 27;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7458;3628;POINT (21.2523004 48.7094267);21.2523004;48.7094267;Gaätanov‡;5;Gaätanov‡ 5;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7459;6215;POINT (21.2575813 48.701017);21.2575813;48.701017;Uìhorodsk‡;29;Uìhorodsk‡ 29;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;14.0
7460;6214;POINT (21.2576111 48.7009162);21.2576111;48.7009162;Uìhorodsk‡;31;Uìhorodsk‡ 31;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;14.0
7461;3629;POINT (21.2523511 48.7093395);21.2523511;48.7093395;Gaätanov‡;7;Gaätanov‡ 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7462;6208;POINT (21.2600659 48.7334629);21.2600659;48.7334629;‰esk‡;11;‰esk‡ 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7463;6206;POINT (21.257663 48.7007403);21.257663;48.7007403;Uìhorodsk‡;33;Uìhorodsk‡ 33;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;14.0
7464;3605;POINT (21.2512407 48.7106378);21.2512407;48.7106378;KupeckŽho;26;KupeckŽho 26;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7465;3604;POINT (21.2513636 48.7107006);21.2513636;48.7107006;KupeckŽho;24;KupeckŽho 24;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7466;6260;POINT (21.221331 48.7093077);21.221331;48.7093077;PlzeËsk‡;63;PlzeËsk‡ 63;Rodinnù dom;Koäice-Z‡pad;Z‡pad;Terasa;1.0
7467;6285;POINT (21.2554494 48.700663);21.2554494;48.700663;Miäkoveck‡;13;Miäkoveck‡ 13;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;20.0
7468;3585;POINT (21.2496133 48.7118112);21.2496133;48.7118112;Skladn‡;56;Skladn‡ 56;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7469;6292;POINT (21.2547875 48.7351341);21.2547875;48.7351341;Tom‡äikova;28;Tom‡äikova 28;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;5.0
7470;3586;POINT (21.2500208 48.7117118);21.2500208;48.7117118;Kalin‹iakova;2;Kalin‹iakova 2;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7471;6291;POINT (21.2554219 48.7351226);21.2554219;48.7351226;Tom‡äikova;30;Tom‡äikova 30;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;7.0
7472;6290;POINT (21.2556607 48.7351207);21.2556607;48.7351207;Tom‡äikova;32;Tom‡äikova 32;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;7.0
7473;3587;POINT (21.2512196 48.7108901);21.2512196;48.7108901;KupeckŽho;39;KupeckŽho 39;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7474;3588;POINT (21.2542942 48.7109517);21.2542942;48.7109517;Platanov‡;7;Platanov‡ 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7475;3589;POINT (21.2542734 48.7110147);21.2542734;48.7110147;Platanov‡;5;Platanov‡ 5;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7476;6288;POINT (21.2552973 48.7348853);21.2552973;48.7348853;Cimborkova;33;Cimborkova 33;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;10.0
7477;6287;POINT (21.2553002 48.7347278);21.2553002;48.7347278;Cimborkova;31;Cimborkova 31;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;10.0
7478;6286;POINT (21.2430141 48.7293446);21.2430141;48.7293446;Letn‡;21;Letn‡ 21;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;6.0
7479;3590;POINT (21.2542438 48.711085);21.2542438;48.711085;Platanov‡;3;Platanov‡ 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7480;6264;POINT (21.2530181 48.7309034);21.2530181;48.7309034;Czambelova;11;Czambelova 11;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;6.0
7481;3592;POINT (21.2521001 48.71013);21.2521001;48.71013;Javorov‡;12;Javorov‡ 12;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7482;3593;POINT (21.2518507 48.709976);21.2518507;48.709976;Javorov‡;11;Javorov‡ 11;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7483;3594;POINT (21.2515912 48.7099903);21.2515912;48.7099903;Milosrdenstva;40;Milosrdenstva 40;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7484;3595;POINT (21.2517582 48.7102008);21.2517582;48.7102008;Javorov‡;9;Javorov‡ 9;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7485;3598;POINT (21.2517303 48.7102745);21.2517303;48.7102745;Javorov‡;7;Javorov‡ 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7486;6270;POINT (21.2578016 48.7096844);21.2578016;48.7096844;Pasteurova;9;Pasteurova 9;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;3.0
7487;3599;POINT (21.2516863 48.7103981);21.2516863;48.7103981;Javorov‡;5;Javorov‡ 5;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7488;6268;POINT (21.2532648 48.7283287);21.2532648;48.7283287;KomenskŽho;5;KomenskŽho 5;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;8.0
7489;6265;POINT (21.252928 48.7310094);21.252928;48.7310094;Czambelova;9;Czambelova 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;6.0
7490;3601;POINT (21.251657 48.7104755);21.251657;48.7104755;Javorov‡;3;Javorov‡ 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7491;3602;POINT (21.2515573 48.7107227);21.2515573;48.7107227;Javorov‡;1;Javorov‡ 1;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7492;6462;POINT (21.2554248 48.7016474);21.2554248;48.7016474;Miäkoveck‡;7;Miäkoveck‡ 7;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;11.0
7493;3493;POINT (21.2556032 48.7246344);21.2556032;48.7246344;Hlavn‡;96;Hlavn‡ 96;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7494;3488;POINT (21.2559905 48.710824);21.2559905;48.710824;Rastislavova;33;Rastislavova 33;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7495;3487;POINT (21.2560209 48.7109774);21.2560209;48.7109774;Rastislavova;31;Rastislavova 31;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7496;3258;POINT (21.2545744 48.7124091);21.2545744;48.7124091;Skladn‡;12;Skladn‡ 12;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7497;6670;POINT (21.2521505 48.7108401);21.2521505;48.7108401;KupeckŽho;20;KupeckŽho 20;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7498;3259;POINT (21.2547294 48.7124291);21.2547294;48.7124291;Skladn‡;10;Skladn‡ 10;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7499;6668;POINT (21.2524749 48.7108965);21.2524749;48.7108965;KupeckŽho;16;KupeckŽho 16;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7500;6667;POINT (21.2522327 48.7112954);21.2522327;48.7112954;VajanskŽho;10;VajanskŽho 10;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7501;6665;POINT (21.2502372 48.7106029);21.2502372;48.7106029;KupeckŽho;32;KupeckŽho 32;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7502;6664;POINT (21.2497955 48.7189119);21.2497955;48.7189119;Flori‡nska;3;Flori‡nska 3;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;5.0
7503;6662;POINT (21.2579705 48.7047319);21.2579705;48.7047319;Paul’nyho;21;Paul’nyho 21;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7504;6659;POINT (21.25199 48.7108136);21.25199;48.7108136;KupeckŽho;22;KupeckŽho 22;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7505;6657;POINT (21.2546529 48.7120415);21.2546529;48.7120415;Dœhov‡;5;Dœhov‡ 5;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7506;6656;POINT (21.2513734 48.7113455);21.2513734;48.7113455;Dœhov‡;38;Dœhov‡ 38;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7507;6654;POINT (21.2574377 48.7051075);21.2574377;48.7051075;ákolsk‡;4;ákolsk‡ 4;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7508;6652;POINT (21.2555549 48.7118099);21.2555549;48.7118099;Rastislavova;19;Rastislavova 19;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7509;3262;POINT (21.2548556 48.7120764);21.2548556;48.7120764;Dœhov‡;3;Dœhov‡ 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7510;3263;POINT (21.254995 48.7120987);21.254995;48.7120987;Dœhov‡;1;Dœhov‡ 1;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7511;3269;POINT (21.2553088 48.7122577);21.2553088;48.7122577;Rastislavova;15;Rastislavova 15;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7512;3270;POINT (21.2553639 48.7121769);21.2553639;48.7121769;Rastislavova;17;Rastislavova 17;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7513;6641;POINT (21.254641 48.710807);21.254641;48.710807;Platanov‡;8;Platanov‡ 8;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7514;3275;POINT (21.2554161 48.7119993);21.2554161;48.7119993;Dœhov‡;2;Dœhov‡ 2;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7515;3276;POINT (21.2552084 48.7119708);21.2552084;48.7119708;Dœhov‡;4;Dœhov‡ 4;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7516;6639;POINT (21.2503142 48.7117661);21.2503142;48.7117661;Kalin‹iakova;1;Kalin‹iakova 1;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7517;6635;POINT (21.2506575 48.7111314);21.2506575;48.7111314;Kalin‹iakova;7;Kalin‹iakova 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7518;6633;POINT (21.2402952 48.7509968);21.2402952;48.7509968;Huncovsk‡;21;Huncovsk‡ 21;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7519;6632;POINT (21.252498 48.7115081);21.252498;48.7115081;Dœhov‡;30;Dœhov‡ 30;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7520;3282;POINT (21.2538797 48.7219565);21.2538797;48.7219565;Hradbov‡;9;Hradbov‡ 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7521;6672;POINT (21.2469121 48.742902);21.2469121;48.742902;M‡jov‡;5;M‡jov‡ 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7522;6675;POINT (21.239051 48.749593);21.239051;48.749593;átrbsk‡;25;átrbsk‡ 25;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7523;6676;POINT (21.2479523 48.7101237);21.2479523;48.7101237;T‡borsk‡;7;T‡borsk‡ 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7524;6704;POINT (21.258252 48.7049354);21.258252;48.7049354;Paul’nyho;15;Paul’nyho 15;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7525;6754;POINT (21.2535667 48.7104578);21.2535667;48.7104578;R‡zusova;63;R‡zusova 63;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7526;6737;POINT (21.2533234 48.7092546);21.2533234;48.7092546;Pri nemocnici;8;Pri nemocnici 8;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7527;6731;POINT (21.2809276 48.7375661);21.2809276;48.7375661;BaäéovanskŽho;1;BaäéovanskŽho 1;Bytovù dom;Koäice-Dargovskùch hrdinov;Dargovskùch hrdinov;Fur‹a;18.0
7528;6729;POINT (21.2557466 48.704798);21.2557466;48.704798;ákolsk‡;21;ákolsk‡ 21;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7529;6727;POINT (21.2638749 48.7079773);21.2638749;48.7079773;Stani‹n‡;14;Stani‹n‡ 14;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7530;6724;POINT (21.2525461 48.7106582);21.2525461;48.7106582;Lipov‡;3;Lipov‡ 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7531;6717;POINT (21.2651559 48.7034189);21.2651559;48.7034189;Omsk‡;21;Omsk‡ 21;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7532;6715;POINT (21.2547612 48.711878);21.2547612;48.711878;Dœhov‡;10;Dœhov‡ 10;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7533;6713;POINT (21.2528114 48.7117298);21.2528114;48.7117298;Dœhov‡;21;Dœhov‡ 21;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7534;6711;POINT (21.2494017 48.7101232);21.2494017;48.7101232;Slne‹n‡;18;Slne‹n‡ 18;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7535;6707;POINT (21.2549152 48.7042788);21.2549152;48.7042788;ákolsk‡;32;ákolsk‡ 32;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7536;6702;POINT (21.2564577 48.7099624);21.2564577;48.7099624;Rastislavova;41;Rastislavova 41;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;2.0
7537;6680;POINT (21.2520898 48.7090135);21.2520898;48.7090135;Pri nemocnici;3;Pri nemocnici 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7538;6700;POINT (21.2536634 48.7100361);21.2536634;48.7100361;Milosrdenstva;19;Milosrdenstva 19;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;3.0
7539;6699;POINT (21.2534154 48.7097464);21.2534154;48.7097464;Pri nemocnici;11;Pri nemocnici 11;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;8.0
7540;6697;POINT (21.2536076 48.7112992);21.2536076;48.7112992;R‡zusova;44;R‡zusova 44;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7541;6695;POINT (21.2559267 48.7048643);21.2559267;48.7048643;ákolsk‡;19;ákolsk‡ 19;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7542;6692;POINT (21.2513209 48.709844);21.2513209;48.709844;Milosrdenstva;44;Milosrdenstva 44;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7543;6691;POINT (21.2535185 48.7105989);21.2535185;48.7105989;R‡zusova;59;R‡zusova 59;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7544;6688;POINT (21.2547312 48.7115119);21.2547312;48.7115119;KupeckŽho;9;KupeckŽho 9;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7545;3254;POINT (21.2537519 48.7123151);21.2537519;48.7123151;Skladn‡;22;Skladn‡ 22;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7546;6686;POINT (21.2499051 48.7102776);21.2499051;48.7102776;Slne‹n‡;25;Slne‹n‡ 25;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7547;3255;POINT (21.2543842 48.7123849);21.2543842;48.7123849;Skladn‡;14;Skladn‡ 14;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7548;6682;POINT (21.2524174 48.7091835);21.2524174;48.7091835;Gaätanov‡;9;Gaätanov‡ 9;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7549;6626;POINT (21.250737 48.7102216);21.250737;48.7102216;Kalin‹iakova;22;Kalin‹iakova 22;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7550;6623;POINT (21.2560466 48.7039274);21.2560466;48.7039274;Paul’nyho;58;Paul’nyho 58;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
