Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
3364;27733;POINT (21.2846974 48.6887829);21.2846974;48.6887829;Irkutsk‡;7;Irkutsk‡ 7;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;20.0
3365;27734;POINT (21.2845632 48.6889378);21.2845632;48.6889378;Irkutsk‡;6;Irkutsk‡ 6;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;17.0
3366;27737;POINT (21.2843931 48.689067);21.2843931;48.689067;Irkutsk‡;5;Irkutsk‡ 5;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;17.0
3367;27688;POINT (21.2814087 48.6915636);21.2814087;48.6915636;Donsk‡;3;Donsk‡ 3;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;40.0
3368;27687;POINT (21.2814732 48.691386);21.2814732;48.691386;Donsk‡;4;Donsk‡ 4;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;35.0
3369;27685;POINT (21.2815492 48.6912254);21.2815492;48.6912254;Donsk‡;5;Donsk‡ 5;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;19.0
3370;27683;POINT (21.2817039 48.6911075);21.2817039;48.6911075;Donsk‡;6;Donsk‡ 6;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;19.0
3371;27648;POINT (21.2818486 48.694044);21.2818486;48.694044;‰iernomorsk‡;3;‰iernomorsk‡ 3;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;22.0
3372;27649;POINT (21.2821708 48.6926245);21.2821708;48.6926245;Azovsk‡;2;Azovsk‡ 2;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;66.0
3373;27651;POINT (21.282587 48.6922434);21.282587;48.6922434;Azovsk‡;4;Azovsk‡ 4;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;68.0
3374;27654;POINT (21.2819397 48.6919731);21.2819397;48.6919731;Azovsk‡;6;Azovsk‡ 6;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;38.0
3375;27655;POINT (21.2842508 48.6915554);21.2842508;48.6915554;Amursk‡;7;Amursk‡ 7;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;104.0
3376;27657;POINT (21.2851063 48.6913217);21.2851063;48.6913217;Amursk‡;8;Amursk‡ 8;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;58.0
3377;27660;POINT (21.2849797 48.6907652);21.2849797;48.6907652;Amursk‡;9;Amursk‡ 9;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;33.0
3378;27661;POINT (21.2842557 48.6909554);21.2842557;48.6909554;Amursk‡;6;Amursk‡ 6;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;22.0
3379;27663;POINT (21.2840732 48.690849);21.2840732;48.690849;Amursk‡;5;Amursk‡ 5;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;22.0
3380;27665;POINT (21.2838894 48.6907418);21.2838894;48.6907418;Amursk‡;4;Amursk‡ 4;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;22.0
3381;27668;POINT (21.2836954 48.6906287);21.2836954;48.6906287;Amursk‡;3;Amursk‡ 3;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;34.0
3382;27670;POINT (21.28351 48.6905205);21.28351;48.6905205;Amursk‡;2;Amursk‡ 2;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;34.0
3383;27672;POINT (21.2828613 48.6902256);21.2828613;48.6902256;Donsk‡;14;Donsk‡ 14;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;19.0
3384;27674;POINT (21.2827155 48.6903368);21.2827155;48.6903368;Donsk‡;13;Donsk‡ 13;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;19.0
3385;27675;POINT (21.2825667 48.6904501);21.2825667;48.6904501;Donsk‡;12;Donsk‡ 12;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;19.0
3386;27677;POINT (21.2824211 48.6905611);21.2824211;48.6905611;Donsk‡;11;Donsk‡ 11;Bytovù dom;Koäice-Nad jazerom;Nad jazerom;Jazero;19.0
